
sample	lnL(posterior)	lnL(seq)	lnL(times)	lnL(rates)	birth	death	clock	root	tstv	nu	rr0	rr1	rr2	pr0	pr1	pr2	t(calib:CAL1_clade:CLADE1)	t(calib:CAL1_clade:CLADE2)	t(calib:CAL2_clade:CLADE3)	clade(calib:CAL1)	clade(calib:CAL2)	br0	br1	br2	br3	br4	br5	br6	br7	br8	br9	br10	br11	br12	br13	br14	br15	br16	br17	br18	br19	br20	br21	br22	br23	br24	br25	br26	br27	br28	br29	br30	br31	br32	br33	br34	br35	br36	br37	br38	br39	br40	br41	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	accRT	tuneRT	accT	tuneT	accClock	tuneClock	accTCr	tuneTCr	accTreeRates	tuneTreeRates	accSprW	tuneSprW	accSpr	tuneSpr	accSprLoc	tuneSprLoc	
 70900	 -24029.7	 -23901.3	    -72.8	    -55.6	    0.012377	  0.00514286	 0.000384795	    -487.131	     6.01677	     1.34747	0.0920258	2.44059	7.05407	0.72375	0.220071	0.0561793	-216.332	-62.1644	-487.131	CLADE2	CLADE3	2.82318	3.63457	1.48046	0.135226	1.70707	0.650997	1.26524	0.977848	2.57465	1.61213	2.11362	0.340134	3.18578	0.709011	1.4942	1.84276	2.37842	3.09862	0.977364	1.36367	1.36705	1.37701	2.2803	0.685861	1.51046	0.78181	1.35847	0.571939	3.96506	0.994215	0.696692	1.11949	0.212033	1.64402	2.92403	1.53598	1.53982	3.32871	0.796069	1.26543	3.06813	1.71952	-56.2357	-35.525	-303.395	-28.1332	-70.1156	-84.9879	-52.7332	-51.9639	-192.003	-62.5946	-80.0496	-161.016	-36.4146	-69.6918	-52.547	-134.221	-194.354	-62.1644	-216.332	-18.2518	-487.131	0.108911	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.0192308	9.04377E-08	
 71000	 -24028.7	 -23899.8	    -66.8	    -62.1	   0.0117836	  0.00822317	 0.000561699	    -347.222	     6.01677	     1.78285	0.0945034	2.38396	7.24399	0.72375	0.220071	0.0561793	-147.088	-49.5512	-347.222	CLADE1	CLADE3	3.31211	4.35709	1.4986	0.135226	2.16274	0.697781	1.29579	1.13815	3.47549	1.34212	2.12177	0.329687	4.17362	0.763264	1.52488	1.37865	2.48282	3.85648	1.16601	1.22156	1.50336	1.08169	0.753883	2.02503	1.57224	0.764736	3.71544	0.882701	1.74194	0.513697	2.09961	0.462433	1.46008	0.904794	4.52251	0.798157	0.438959	1.98765	3.91565	2.16258	2.44676	0.594371	-39.599	-41.6168	-221.402	-16.3364	-56.5139	-57.8815	-29.6683	-31.3337	-141.334	-48.2157	-70.0988	-86.4175	-28.6017	-63.2378	-32.1795	-76.1227	-142.923	-49.5512	-147.088	-11.0892	-347.222	0.108911	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 71100	 -24024.8	 -23895.0	    -70.7	    -59.2	  0.00813824	  0.00367863	 0.000465679	    -400.392	     6.03449	     1.78285	0.105327	2.70195	8.07362	0.747371	0.208194	0.044435	-186.353	-30.276	-400.392	CLADE1	CLADE3	2.73986	3.87538	1.12878	0.11563	1.76671	0.609148	0.60015	1.00216	2.93824	2.38892	3.19227	0.255752	4.16533	0.750931	0.992886	1.19333	2.42223	2.99453	0.577101	0.864438	0.773731	0.97911	0.498801	0.923252	1.30733	0.761918	2.41669	2.28701	1.49481	0.623224	0.343218	0.260791	0.389149	0.563158	2.49162	1.38081	0.345684	4.00952	2.78104	0.298086	3.21283	0.66359	-51.1463	-47.408	-252.982	-34.7792	-84.4525	-76.5654	-29.0525	-52.8354	-148.138	-63.7991	-81.9052	-88.1975	-33.0986	-71.7969	-36.2489	-116.262	-181.666	-30.276	-186.353	-11.8823	-400.392	0.108911	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 71200	 -24037.5	 -23905.6	    -70.7	    -61.2	   0.0106801	 0.000817349	 0.000437964	    -412.358	     5.97798	     1.78285	0.0749831	2.03948	5.7477	0.708008	0.197229	0.0947624	-183.181	-46.695	-412.358	CLADE1	CLADE3	1.62775	2.18892	1.41964	0.163693	2.82623	0.974459	1.67799	0.878723	2.57634	3.20169	2.83854	0.381404	4.66654	0.878977	1.3083	1.56096	2.87155	3.92263	0.860645	1.01299	2.39541	1.66626	0.391165	1.53802	3.22928	0.681336	3.91232	3.36763	2.35042	2.36935	0.412681	1.09632	0.731424	1.07187	2.90946	1.74325	1.75812	2.85453	1.39714	0.457463	2.16131	0.971364	-57.2487	-51.34	-332.38	-19.4679	-72.151	-92.7949	-25.71	-63.8285	-179.163	-65.1958	-74.6532	-102.931	-35.7701	-60.7256	-58.8022	-100.531	-172.452	-46.695	-183.181	-29.7814	-412.358	0.108911	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 71300	 -24044.0	 -23909.9	    -70.7	    -63.5	   0.0112133	 0.000274014	 0.000445917	    -432.772	     5.97798	     1.78285	0.0743888	1.75718	5.70214	0.708008	0.181914	0.110077	-180.973	-67.8123	-432.772	CLADE2	CLADE3	2.2052	2.21363	1.24393	0.161122	2.2646	0.780815	2.64188	1.13346	3.32319	2.23601	2.25458	0.459422	4.81443	0.83055	1.26438	1.84817	2.58206	3.32467	0.962987	1.09285	3.22549	1.49758	3.17858	0.727028	1.21894	1.07894	3.37763	2.23077	2.35672	0.523164	2.76169	1.20078	1.03895	1.06224	3.05832	0.769485	1.69957	2.73572	1.219	0.997393	5.75748	2.09798	-66.2648	-48.5612	-243.799	-14.6125	-72.6365	-89.2571	-32.5425	-57.8563	-177.725	-67.2978	-93.3516	-104.777	-40.3464	-67.9611	-46.2352	-105.977	-175.926	-67.8123	-180.973	-29.8678	-432.772	0.108911	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 71400	 -24044.0	 -23908.5	    -72.5	    -63.0	   0.0112133	 0.000455197	 0.000405928	    -438.531	     5.89032	      1.5896	0.0797296	2.09112	6.11153	0.710497	0.20544	0.0840629	-198.519	-50.6108	-438.531	CLADE2	CLADE3	2.31241	2.21206	1.40764	0.161122	3.21912	1.10993	0.648608	1.21583	3.05608	2.41515	2.36962	0.418186	3.82791	0.904135	1.18346	2.21363	2.51227	3.23481	0.700902	0.881387	0.653941	2.15021	0.317276	0.697982	2.37823	0.881397	2.12719	0.954124	3.20218	1.64355	0.0821581	1.4901	0.33297	1.05008	4.66003	0.634855	1.6724	4.29171	1.20886	0.815567	1.83512	5.27117	-58.6062	-33.6501	-334.532	-57.0465	-70.4152	-95.8587	-25.8257	-72.692	-177.711	-69.9139	-84.141	-128.258	-42.0189	-56.7746	-50.8567	-124.058	-188.85	-50.6108	-198.519	-28.8621	-438.531	0.108911	17.0859	0.039604	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	0.0192308	1.35657E-07	0.00961539	9.04377E-08	
 71500	 -24044.0	 -23916.8	    -71.6	    -55.5	  0.00937477	 0.000545748	 0.000406458	    -451.982	     6.00513	     1.43618	0.122826	3.22144	9.41504	0.763261	0.213552	0.0231869	-204.507	-55.171	-451.982	CLADE2	CLADE3	1.92879	2.32153	1.07826	0.140223	2.89166	0.997019	2.12647	1.23505	3.10439	2.21517	2.17341	0.34533	2.64166	0.686845	1.00878	1.1907	2.18499	2.79442	1.47837	2.3624	4.95895	1.36502	2.26386	0.980564	2.44088	0.609238	2.61375	0.919493	2.02078	0.867571	0.1419	0.383199	0.153563	1.59918	2.41012	1.52508	0.805352	2.16066	0.854127	0.437735	1.59276	1.42656	-61.6801	-54.1859	-354.123	-6.40964	-79.1355	-97.4058	-28.3546	-26.2087	-191.97	-63.6215	-68.5902	-146.719	-41.8464	-63.8378	-43.3644	-112.641	-181.806	-55.171	-204.507	-23.8202	-451.982	0.108911	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	0.00961539	1E-10	0.0192308	1.35657E-07	0.00961539	9.04377E-08	
 71600	 -24041.5	 -23915.6	    -71.7	    -54.2	  0.00999064	 0.000843646	 0.000399611	    -451.982	      5.7278	      1.2655	0.113151	2.96768	8.67338	0.751446	0.217471	0.0310823	-200.538	-72.0528	-451.982	CLADE2	CLADE3	1.79013	2.56568	1.03449	0.140223	2.16195	0.812572	2.4807	1.65677	3.1416	1.54499	1.55478	0.340963	2.54433	0.70044	1.28999	1.06824	1.94752	2.49071	1.68466	2.27189	2.00483	1.953	1.61354	0.680415	2.28068	0.604672	4.32589	0.786125	3.76823	1.06601	1.49379	0.323614	0.133724	1.31831	2.51571	1.73276	0.591096	1.80822	0.635337	1.09264	1.30987	2.12814	-64.1841	-46.6806	-363.751	-13.4122	-78.3732	-94.6523	-27.3395	-27.2529	-199.14	-68.2604	-50.4985	-152.332	-46.9491	-46.3272	-42.8507	-101.242	-184.134	-72.0528	-200.538	-27.3289	-451.982	0.0792079	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	0.0192308	1.35657E-07	9.61538E-09	9.04377E-08	
 71700	 -24036.5	 -23919.4	    -70.5	    -46.7	   0.0134124	   0.0078099	 0.000408416	    -400.573	      5.7278	     1.01883	0.0977804	2.61741	7.49519	0.738769	0.211205	0.050026	-175.21	-66.5936	-400.573	CLADE2	CLADE3	1.58287	2.26863	0.904156	0.140223	2.07412	1.04635	2.99075	1.40078	2.65618	1.36705	1.41245	0.31718	2.69565	0.695737	1.48514	0.724964	2.06321	2.25828	1.23931	1.6713	2.09943	1.2046	0.292739	1.75119	1.72037	0.476668	1.88371	0.780344	1.67212	0.486299	1.39375	0.467566	0.895343	0.781868	2.44807	0.677971	0.633449	2.35792	1.60759	2.42346	1.98199	0.834228	-61.9571	-63.6069	-296.91	-8.64696	-73.8231	-69.1707	-25.2559	-32.8326	-175.21	-71.7217	-79.9	-124.16	-39.2759	-63.1791	-40.636	-110.23	-169.923	-66.5936	-181.956	-22.493	-400.573	0.0792079	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 71800	 -24028.2	 -23919.5	    -66.9	    -41.8	   0.0160892	  0.00963737	 0.000497479	    -409.745	     6.47839	     1.01883	0.0873334	2.33776	6.69439	0.726306	0.205582	0.0681118	-137.533	-65.7138	-409.745	CLADE2	CLADE3	1.05676	1.51459	0.775281	0.105852	1.94425	0.980833	1.04135	1.23609	2.34389	1.06973	1.10525	0.332269	2.65623	0.684396	1.2473	0.827909	1.87349	2.05063	1.018	1.37285	0.565768	1.36756	0.448439	0.484944	0.766061	0.552928	2.79964	1.0219	1.79942	0.619399	0.64852	0.245254	0.903051	1.1515	1.9572	0.462187	0.556415	1.98777	0.67574	1.15213	2.61075	1.55855	-52.9999	-43.0081	-209.451	-24.7765	-64.7324	-72.4768	-20.8044	-28.9148	-137.533	-61.2773	-59.7268	-88.8546	-33.3987	-42.9717	-35.5585	-83.6476	-125.25	-65.7138	-148.492	-26.0152	-409.745	0.0792079	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.0288462	9.04377E-08	
 71900	 -24034.0	 -23920.6	    -70.8	    -42.7	   0.0226895	  0.00772754	 0.000503601	    -412.247	     5.86707	     1.01883	0.0873334	2.33776	6.69439	0.726306	0.205582	0.0681118	-129.125	-63.2796	-412.247	CLADE2	CLADE3	1.29248	1.31744	0.820419	0.112015	1.40524	0.447261	0.87363	0.945393	2.15188	1.06834	1.28017	0.379557	2.94405	0.736178	1.17826	1.0656	1.53851	2.31328	1.13019	1.48437	1.56671	0.93999	1.07401	0.698151	0.778727	0.909778	2.24153	1.14643	1.34763	0.394646	2.4346	1.08334	1.59696	1.28193	2.07803	1.7048	0.553421	2.85019	0.604472	0.963887	2.59096	1.07835	-60.5136	-49.8411	-201.508	-24.7765	-66.4584	-76.93	-31.338	-33.5593	-129.125	-60.9719	-84.8117	-91.5016	-33.139	-78.929	-35.419	-91.4587	-116.03	-63.2796	-136.507	-24.8738	-412.247	0.0792079	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.0288462	9.04377E-08	
 72000	 -24020.9	 -23915.3	    -68.8	    -36.8	   0.0179435	  0.00358757	 0.000504249	    -408.544	     5.83247	     0.68612	0.0844731	2.42051	6.47513	0.726306	0.205582	0.0681118	-120.358	-51.2498	-408.544	CLADE2	CLADE3	1.99253	2.89628	0.749204	0.105157	1.55983	0.412978	1.15754	0.718593	1.38368	1.05842	1.39399	0.368517	2.16583	0.633711	1.11239	0.887467	1.19672	1.59527	1.15813	1.37413	1.15624	0.916055	0.578447	1.1582	0.856987	0.525977	1.73771	0.884342	1.29315	0.266451	0.396499	1.43565	1.29598	1.48159	2.82818	0.350159	0.880569	1.56983	1.46579	0.968345	1.23345	0.501654	-53.7524	-48.0183	-261.722	-16.4447	-61.307	-65.3815	-25.1906	-22.052	-120.358	-53.182	-82.9608	-105.475	-46.1382	-64.985	-45.6546	-86.5411	-117.499	-51.2498	-152.168	-12.946	-408.544	0.0792079	17.0859	0.0693069	3.375	0.277228	0.444444	0.0792079	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.0288462	9.04377E-08	
 72100	 -24022.7	 -23917.7	    -65.0	    -40.0	   0.0179435	   0.0168927	 0.000608268	    -323.089	     5.83247	     0.68612	0.0892112	2.55628	6.83833	0.726306	0.218681	0.0550128	-106.381	-50.0689	-323.089	CLADE2	CLADE3	1.42794	1.96072	1.22228	0.125814	2.05183	0.538607	0.679556	0.942846	2.06824	1.14272	1.31629	0.399068	2.31399	0.678385	1.04653	1.48662	1.20683	1.60875	0.911993	1.43861	0.678796	1.35798	0.044465	0.875654	0.955562	0.714585	2.20822	1.16194	2.3371	0.596324	0.503058	1.08704	0.161082	2.03335	1.65335	0.706309	2.26031	2.55863	1.17682	0.953063	1.49496	1.13944	-38.3135	-28.5571	-187.881	-26.5038	-66.5933	-58.7091	-23.6425	-26.8402	-106.381	-35.339	-52.9988	-84.729	-43.2894	-40.3019	-34.3394	-83.5137	-96.871	-50.0689	-115.777	-17.5181	-323.089	0.0792079	17.0859	0.0693069	3.375	0.277228	0.444444	0.0990099	3.375	0.168317	1.5	9.61538E-09	1E-10	0.0192308	1.35657E-07	0.0192308	9.04377E-08	
 72200	 -24006.5	 -23903.7	    -65.6	    -37.3	   0.0179435	   0.0168927	 0.000541577	    -389.053	     5.72084	     0.68612	0.0912898	2.61584	6.99766	0.738651	0.204541	0.0568078	-99.0353	-46.8137	-389.053	CLADE1	CLADE3	1.22476	1.57272	0.73046	0.100075	1.25715	0.421523	1.92087	0.905645	1.95208	1.26056	1.27553	0.405587	2.71497	0.679409	1.30161	1.2509	1.49035	1.80585	0.928752	1.52575	1.21102	1.11508	0.357759	0.357029	0.696717	0.502422	2.18084	0.714538	1.70096	0.365244	0.39715	0.184329	0.294139	2.37379	1.87626	0.847137	0.887714	1.44713	1.15322	1.07329	1.29454	1.49118	-54.4282	-30.2766	-229.791	-9.94765	-59.8753	-56.774	-28.2483	-21.236	-99.0353	-53.2031	-59.6561	-77.0878	-33.5756	-50.1727	-33.3281	-81.6823	-91.294	-46.8137	-133.525	-18.1767	-389.053	0.0792079	17.0859	0.0693069	3.375	0.277228	0.444444	0.0990099	3.375	0.168317	1.5	0.00961539	1E-10	0.0192308	1.35657E-07	0.0192308	9.04377E-08	
 72300	 -24025.0	 -23902.2	    -66.2	    -56.6	   0.0356906	   0.0336004	 0.000526412	    -464.098	     5.77397	     1.47604	0.0912898	2.61584	6.99766	0.738651	0.204541	0.0568078	-103.638	-59.9291	-464.098	CLADE1	CLADE3	1.5494	1.98961	0.706434	0.0844057	1.63283	0.547489	2.49981	0.924615	1.99297	1.1123	1.12551	0.429658	2.97188	0.659865	1.19044	0.741785	2.71335	3.28776	3.09402	5.08285	1.57602	1.30886	3.0052	1.65104	0.492163	0.484066	1.43971	1.62958	1.79258	0.296812	2.3094	1.59122	0.252665	2.14778	0.918725	1.00762	0.624181	3.81683	0.607899	1.50014	0.972268	0.400973	-56.6233	-51.3687	-237.265	-7.69054	-57.3224	-63.035	-21.8819	-6.4135	-103.638	-55.9045	-52.163	-72.6901	-18.5546	-46.0417	-32.8438	-88.5305	-87.9846	-59.9291	-108.306	-16.713	-464.098	0.0792079	17.0859	0.0693069	3.375	0.277228	0.444444	0.0990099	3.375	0.168317	1.5	0.00961539	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 72400	 -24032.5	 -23905.3	    -66.6	    -60.6	   0.0317725	   0.0299118	 0.000511039	    -488.999	     5.77397	     1.73821	0.101037	2.61398	7.74481	0.738651	0.214143	0.0472061	-126.424	-29.4155	-488.999	CLADE1	CLADE3	1.39927	1.79683	1.13314	0.0933793	3.39346	1.03105	2.51942	1.11791	2.53593	3.35463	3.16827	0.490606	4.7467	0.84724	1.45437	1.28392	2.84384	3.32445	1.1423	1.87657	2.4092	2.18765	2.81807	1.94827	0.788173	0.618598	3.32935	1.46145	2.95739	0.96823	2.84179	2.69317	0.634671	1.02102	2.23248	1.95287	2.02118	1.8801	2.4925	0.650796	1.471	1.34432	-46.8309	-41.1554	-267.151	-12.6128	-49.6311	-54.3032	-18.1988	-24.4585	-126.424	-46.5123	-48.0918	-71.2816	-30.5495	-43.145	-39.6071	-70.7681	-120.225	-29.4155	-133.649	-28.5358	-488.999	0.0792079	17.0859	0.0693069	3.375	0.277228	0.444444	0.0990099	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 72500	 -24029.5	 -23904.8	    -65.2	    -59.5	   0.0163801	   0.0115989	 0.000575905	    -364.754	     5.77397	     1.73821	0.103657	2.56068	7.94563	0.738651	0.214143	0.0472061	-108.668	-52.4305	-364.754	CLADE1	CLADE3	2.01605	2.07676	1.13074	0.159107	2.62576	0.941693	1.97693	1.89129	4.48474	1.44038	2.36611	0.572094	4.32359	0.992935	1.99334	1.66663	3.43762	3.26376	1.44686	1.87824	1.87711	1.2215	0.830158	0.976854	1.28315	0.7294	1.82098	1.26772	1.1792	0.460545	0.630962	2.1089	2.05325	1.6944	2.91276	0.308576	0.688287	2.15771	2.40243	3.56446	2.25018	2.85739	-46.7847	-31.8181	-228.484	-12.6128	-49.6311	-56.8811	-23.6491	-25.9303	-108.668	-42.092	-85.7703	-82.4079	-27.3739	-64.3359	-23.4111	-92.7796	-103.101	-52.4305	-141.211	-21.4099	-364.754	0.0792079	17.0859	0.0693069	3.375	0.277228	0.444444	0.0990099	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 72600	 -24033.2	 -23906.8	    -68.4	    -58.0	   0.0163801	   0.0134293	 0.000437632	    -494.322	     5.55192	     1.72097	0.0936511	2.71539	7.17866	0.741954	0.206555	0.0514913	-146.483	-77.1897	-494.322	CLADE2	CLADE3	2.86524	3.02044	1.54641	0.115425	2.55478	1.13197	1.97693	0.770455	1.82695	0.937584	1.54016	0.417732	3.49601	0.688039	0.99067	1.76022	2.6348	3.02074	1.29163	1.67673	2.40596	2.16909	2.05321	0.414093	0.938952	0.578541	2.81205	1.94084	3.55524	1.23989	0.144071	0.201513	0.143359	0.890504	3.2534	0.831084	2.2337	0.973267	0.985552	0.705745	4.03779	1.66288	-60.7322	-30.0623	-256.339	-12.0606	-62.2807	-84.4668	-20.8263	-27.7752	-146.483	-42.1439	-49.0292	-100.41	-28.2814	-34.6441	-54.9532	-90.8866	-133.707	-77.1897	-213.309	-15.5904	-494.322	0.0990099	17.0859	0.0693069	3.375	0.277228	0.444444	0.0990099	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.0384615	9.04377E-08	
 72700	 -24030.9	 -23901.5	    -64.4	    -65.0	     0.01917	   0.0134293	  0.00052784	    -428.678	     5.97371	     1.72097	0.0886698	2.57096	6.79683	0.741954	0.193968	0.0640781	-131.206	-50.2441	-428.678	CLADE2	CLADE3	2.50882	3.59276	2.11775	0.1331	4.77952	1.95234	1.95817	1.51275	3.05673	1.42469	2.33762	0.452915	3.1467	0.76815	1.07584	1.79698	3.36026	4.94129	0.973524	1.33987	2.40596	1.91559	1.36686	1.50927	0.957875	0.770855	2.2865	0.916132	1.41799	0.991023	3.56114	1.13852	0.23232	3.67549	5.11177	1.26814	1.59613	2.11357	1.59675	0.624375	2.82576	2.01364	-39.2282	-29.4474	-195.396	-12.0606	-42.3547	-77.7802	-12.0751	-34.7581	-131.206	-30.0287	-51.7065	-111.557	-21.0478	-43.5495	-32.8444	-77.5357	-123.321	-50.2441	-133.909	-15.1175	-428.678	0.0990099	17.0859	0.0693069	3.375	0.188119	0.444444	0.0990099	3.375	0.207921	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.0384615	9.04377E-08	
 72800	 -24017.8	 -23901.7	    -66.2	    -49.9	   0.0309999	   0.0182635	 0.000524181	    -459.428	     5.97371	     1.36101	0.0950344	2.7555	7.2847	0.741954	0.209816	0.0482301	-116.79	-59.9772	-459.428	CLADE2	CLADE3	1.2798	1.83274	1.2389	0.08621	2.39323	0.977586	1.26904	1.18891	2.40236	0.790403	1.29689	0.413029	3.08287	0.591727	0.865512	1.24118	2.27145	3.53683	1.67824	2.30979	1.39399	1.13154	1.18599	1.51891	0.56224	0.572108	1.43807	1.41964	1.43833	0.296739	0.34339	0.555925	0.576301	1.80053	2.88259	1.97192	1.0059	1.17805	0.292497	2.08033	2.64751	2.30221	-35.5483	-29.2588	-205.08	-15.1359	-39.7781	-67.1131	-16.7401	-13.9963	-116.79	-34.7943	-55.0461	-77.8975	-18.2306	-51.1777	-29.5791	-74.2619	-93.8721	-59.9772	-144.471	-21.029	-459.428	0.0990099	17.0859	0.0693069	3.375	0.188119	0.444444	0.0990099	3.375	0.207921	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 72900	 -24018.5	 -23905.3	    -62.3	    -50.9	   0.0232636	  0.00819807	 0.000635072	    -316.868	     5.97371	     1.36101	0.0967076	2.84213	7.75115	0.751161	0.203997	0.0448412	-104.782	-53.4232	-316.868	CLADE2	CLADE3	1.50655	2.15746	1.12284	0.128966	1.42764	0.55911	1.00508	0.939007	1.96725	0.924592	1.51706	0.429488	3.50234	0.684335	0.966682	1.51425	2.06442	3.44666	2.43621	2.11837	1.04113	1.1274	1.01991	0.831901	0.779899	0.722731	2.62268	1.51531	1.75706	0.317522	1.27374	1.88312	1.33145	1.26807	2.39127	1.39591	1.88231	1.95442	0.922489	1.89755	2.6562	3.16746	-39.682	-24.7439	-174.851	-19.7179	-42.4607	-58.7737	-30.1989	-10.8843	-104.782	-35.3292	-60.3829	-68.4685	-19.3015	-52.9966	-38.6404	-63.8322	-94.2753	-53.4232	-112.008	-18.4312	-316.868	0.0990099	17.0859	0.0693069	3.375	0.188119	0.444444	0.0990099	3.375	0.207921	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	0.00961539	9.04377E-08	
 73000	 -24018.8	 -23903.2	    -61.9	    -53.6	   0.0304295	  0.00472864	 0.000702077	    -324.859	     6.45259	     1.38225	0.102114	2.6977	8.1845	0.748861	0.206297	0.0448412	-85.7545	-51.3179	-324.859	CLADE2	CLADE3	1.3586	1.94558	1.0586	0.105084	3.3981	1.33081	0.524365	1.4308	2.99757	0.800623	1.31366	0.37849	2.44727	0.649122	0.826358	0.989974	2.57577	3.00642	0.844683	0.734481	0.514948	2.28143	0.260292	1.62593	0.493424	0.904842	2.48748	0.613889	2.89402	0.797826	1.79023	0.239005	0.107947	2.97478	2.58195	0.322907	0.392665	2.04994	2.77846	1.92754	2.88993	1.14852	-34.0387	-29.3811	-130.226	-29.3396	-42.8088	-53.8891	-9.84919	-24.3697	-85.7545	-27.5835	-37.9405	-73.1493	-17.1778	-21.3939	-19.686	-60.8825	-83.0464	-51.3179	-94.2701	-15.8662	-324.859	0.0990099	17.0859	0.0693069	3.375	0.188119	0.444444	0.0990099	3.375	0.207921	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 73100	 -24031.4	 -23908.3	    -60.7	    -62.4	   0.0287427	  0.00640528	  0.00073742	    -303.795	     6.45259	     1.38225	0.0830642	2.15709	6.54435	0.722872	0.199138	0.0779906	-94.7258	-54.8861	-303.795	CLADE2	CLADE3	1.82593	2.42582	1.17067	0.137164	4.19688	2.09874	1.17523	2.54797	4.61815	0.92571	1.5189	0.422712	2.78599	0.701546	1.05581	1.5129	2.94534	4.69931	1.93952	2.50324	1.15412	2.03045	0.185399	0.683714	0.676752	0.806253	1.93444	0.717653	3.03493	1.08152	1.77332	1.93688	0.0954703	2.11473	2.9613	1.75965	0.533879	2.72252	2.85881	1.87378	2.80823	2.01449	-32.9938	-23.4677	-154.183	-15.9791	-42.5162	-61.0886	-9.73414	-12.955	-94.7258	-30.446	-26.4998	-77.9411	-15.6109	-23.3456	-12.2704	-74.5741	-90.765	-54.8861	-105.26	-14.4101	-303.795	0.0990099	17.0859	0.0693069	3.375	0.188119	0.444444	0.0990099	3.375	0.207921	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 73200	 -24030.7	 -23905.5	    -62.4	    -62.8	   0.0287427	  0.00640528	 0.000693656	    -303.795	      5.7956	     1.51678	0.0940899	2.44341	7.41303	0.722872	0.225847	0.0512808	-92.8153	-53.0508	-303.795	CLADE2	CLADE3	2.87501	3.81957	1.17389	0.155396	2.01651	1.0084	1.33144	1.38943	2.51832	1.15898	1.47788	0.529481	4.44658	0.807256	1.21065	1.64541	2.42087	3.12515	1.39843	1.64626	1.30753	1.48165	0.685896	0.812889	0.762908	0.918369	2.25481	3.44789	3.25872	0.354351	4.26372	1.79894	4.27623	2.03839	3.94694	0.250547	1.45743	2.75446	0.737356	0.910229	2.51424	1.46843	-37.6384	-24.4458	-153.438	-15.9791	-40.5802	-60.3571	-20.2323	-20.3559	-92.8153	-34.758	-67.191	-64.331	-21.7884	-36.8143	-25.4928	-68.5641	-83.5236	-53.0508	-98.2275	-10.3684	-303.795	0.0990099	17.0859	0.0693069	3.375	0.188119	0.444444	0.0990099	3.375	0.207921	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
